Principal Component 1,Principal Component 2,Class
-1.4728049377542847,-1.1639166839908885,0
-1.6394406847425524,-1.093812037688995,0
0.5139188365335434,-1.3248795347768936,0
-2.3109523279304787,-0.20251434616658956,0
1.1934159401039217,0.024653666357347385,0
-2.3191227990034307,-0.5723432389678078,0
-0.16230541866326692,-1.3846165590874329,0
1.9213761758074377,-0.44215310146923403,0
-0.8582112018202543,-0.9544825265934982,0
-1.3236068801603378,-0.49921912815097796,0
-1.2578741982622583,-0.39647547579376047,0
0.7187398568430068,-1.5706870508022461,0
-1.2892273714180995,0.19695628135991275,0
-0.9586790688596756,1.1796229188425942,0
-1.5099230848111957,-1.0741978175308449,0
1.003518479260308,-1.905857027241708,0
-0.13416646842356605,-1.1594448779771296,0
0.6208750274686978,-0.5283985516003944,0
1.4687735725208695,0.1973861913739408,0
-2.774524675634706,-0.5224517793663085,0
-1.5585899137431354,-1.7266681913496076,0
1.1934194418081434,0.024664287941801206,0
-2.4749126353481437,-0.18966039707419224,0
-1.3283297370080298,-0.041515621145922575,0
-2.5599783524224167,-0.4360733437033715,0
1.4577824932230123,0.6199733958433328,0
1.2533690660349606,-0.2564348046593814,0
-1.0009020274825982,1.0712462423117146,0
-2.603198340958213,-1.1507998809841318,0
0.8992888688251489,-1.8478415022357917,0
1.0390677122380243,-0.11956223555191939,0
0.3075811763909642,-0.7063917285101006,0
-1.45403873649278,-1.181431705613828,0
-1.3321578230304412,1.5593102195328383,0
1.5991083643670219,0.23071511853221088,0
-0.888149892729733,-0.7237598980825038,0
-0.8156849145252952,-0.7809647507028858,0
0.24153619257748765,-1.4457045236648507,0
-0.7205111803491242,-1.6623195244988485,0
-2.2666403851288432,-0.24556830217079947,0
-1.5856149340745715,-1.2715885947219938,0
-2.5145766058582697,1.7522984126274712,0
-1.166292554763242,0.3496022221541477,0
-0.10660822001712462,-0.45528848310161224,0
-0.7549614642260142,-1.185866146043728,0
-2.642596573925738,2.116420107934686,0
-0.9778791769184131,-0.1210703449231349,0
-2.642596573925738,2.116420107934686,0
-1.2082671931745244,-1.1789944612996108,0
0.1952899224585186,-0.6418512367939738,0
0.8056305420514032,-1.2047532685233993,0
-0.6560889297376724,-2.03646658082263,0
